genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_003052005.2_ASM305200v2	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003052005.2_ASM305200v2_genomic.fna
GCF_003812165.1_ASM381216v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003812165.1_ASM381216v1_genomic.fna
GCF_003813025.1_ASM381302v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003813025.1_ASM381302v1_genomic.fna
GCF_900636755.1_43941_E01	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_900636755.1_43941_E01_genomic.fna
GCF_004010895.1_ASM401089v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_004010895.1_ASM401089v1_genomic.fna
GCF_004355125.1_ASM435512v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_004355125.1_ASM435512v1_genomic.fna
GCF_003411785.2_ASM341178v2	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003411785.2_ASM341178v2_genomic.fna
GCF_007559125.1_ASM755912v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_007559125.1_ASM755912v1_genomic.fna
GCF_007559065.1_ASM755906v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_007559065.1_ASM755906v1_genomic.fna
GCF_009648875.1_ASM964887v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_009648875.1_ASM964887v1_genomic.fna
GCF_012971705.1_ASM1297170v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_012971705.1_ASM1297170v1_genomic.fna
GCF_011045375.1_ASM1104537v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_011045375.1_ASM1104537v1_genomic.fna
GCF_013343475.1_ASM1334347v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_013343475.1_ASM1334347v1_genomic.fna
GCF_013343335.1_ASM1334333v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_013343335.1_ASM1334333v1_genomic.fna
GCF_013343495.1_ASM1334349v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_013343495.1_ASM1334349v1_genomic.fna
GCF_013343555.1_ASM1334355v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_013343555.1_ASM1334355v1_genomic.fna
GCF_014217315.1_ASM1421731v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_014217315.1_ASM1421731v1_genomic.fna
GCF_014490645.1_ASM1449064v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_014490645.1_ASM1449064v1_genomic.fna
GCF_016811975.1_ASM1681197v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_016811975.1_ASM1681197v1_genomic.fna
GCF_016925475.1_ASM1692547v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_016925475.1_ASM1692547v1_genomic.fna
GCF_017900915.1_ASM1790091v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_017900915.1_ASM1790091v1_genomic.fna
GCF_019720855.1_ASM1972085v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_019720855.1_ASM1972085v1_genomic.fna
GCF_019710495.1_ASM1971049v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_019710495.1_ASM1971049v1_genomic.fna
GCF_020990465.1_ASM2099046v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_020990465.1_ASM2099046v1_genomic.fna
GCF_021266605.1_ASM2126660v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_021266605.1_ASM2126660v1_genomic.fna
GCF_021184265.1_ASM2118426v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_021184265.1_ASM2118426v1_genomic.fna
GCF_021497445.1_ASM2149744v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_021497445.1_ASM2149744v1_genomic.fna
GCF_021497405.1_ASM2149740v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_021497405.1_ASM2149740v1_genomic.fna
GCF_021497325.1_ASM2149732v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_021497325.1_ASM2149732v1_genomic.fna
GCF_022453825.1_ASM2245382v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022453825.1_ASM2245382v1_genomic.fna
GCF_022570455.1_ASM2257045v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022570455.1_ASM2257045v1_genomic.fna
GCF_022559545.1_ASM2255954v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022559545.1_ASM2255954v1_genomic.fna
GCF_021166255.2_ASM2116625v2	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_021166255.2_ASM2116625v2_genomic.fna
GCF_022699505.1_ASM2269950v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022699505.1_ASM2269950v1_genomic.fna
GCF_022810885.1_ASM2281088v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022810885.1_ASM2281088v1_genomic.fna
GCF_023066865.1_ASM2306686v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023066865.1_ASM2306686v1_genomic.fna
GCF_023571485.1_ASM2357148v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023571485.1_ASM2357148v1_genomic.fna
GCF_023612335.1_ASM2361233v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023612335.1_ASM2361233v1_genomic.fna
GCF_024266935.1_ASM2426693v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024266935.1_ASM2426693v1_genomic.fna
GCF_024397355.1_ASM2439735v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024397355.1_ASM2439735v1_genomic.fna
GCF_024507915.1_ASM2450791v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024507915.1_ASM2450791v1_genomic.fna
GCF_028743595.1_ASM2874359v1	287	287	Pseudomonas aeruginosa	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_028743595.1_ASM2874359v1_genomic.fna
GCF_001693635.1_ASM169363v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001693635.1_ASM169363v1_genomic.fna
GCF_001721225.1_ASM172122v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001721225.1_ASM172122v1_genomic.fna
GCF_001901025.1_ASM190102v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001901025.1_ASM190102v1_genomic.fna
GCF_001900555.1_ASM190055v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001900555.1_ASM190055v1_genomic.fna
GCF_002142715.1_ASM214271v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002142715.1_ASM214271v1_genomic.fna
GCF_002196475.1_ASM219647v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002196475.1_ASM219647v1_genomic.fna
GCF_002278115.2_ASM227811v2	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002278115.2_ASM227811v2_genomic.fna
GCF_002357915.1_ASM235791v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002357915.1_ASM235791v1_genomic.fna
GCF_002899535.1_ASM289953v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002899535.1_ASM289953v1_genomic.fna
GCF_003019155.1_ASM301915v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003019155.1_ASM301915v1_genomic.fna
GCF_003073815.1_ASM307381v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003073815.1_ASM307381v1_genomic.fna
GCF_900636295.1_40295_G02	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_900636295.1_40295_G02_genomic.fna
GCF_002951715.1_ASM295171v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002951715.1_ASM295171v1_genomic.fna
GCF_008375335.1_ASM837533v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_008375335.1_ASM837533v1_genomic.fna
GCF_002925525.1_YDC107	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002925525.1_YDC107_genomic.fna
GCF_008632595.1_ASM863259v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_008632595.1_ASM863259v1_genomic.fna
GCF_008807295.1_ASM880729v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_008807295.1_ASM880729v1_genomic.fna
GCF_013201235.1_ASM1320123v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_013201235.1_ASM1320123v1_genomic.fna
GCF_008761455.2_ASM876145v2	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_008761455.2_ASM876145v2_genomic.fna
GCF_013201195.1_ASM1320119v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_013201195.1_ASM1320119v1_genomic.fna
GCF_013315695.1_ASM1331569v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_013315695.1_ASM1331569v1_genomic.fna
GCF_009867015.2_ASM986701v2	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_009867015.2_ASM986701v2_genomic.fna
GCF_014169895.1_ASM1416989v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_014169895.1_ASM1416989v1_genomic.fna
GCF_014169915.1_ASM1416991v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_014169915.1_ASM1416991v1_genomic.fna
GCF_015509005.1_ASM1550900v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_015509005.1_ASM1550900v1_genomic.fna
GCF_016696665.1_ASM1669666v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_016696665.1_ASM1669666v1_genomic.fna
GCF_905071835.1_MSB1_4I	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_905071835.1_MSB1_4I_genomic.fna
GCF_016903855.1_ASM1690385v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_016903855.1_ASM1690385v1_genomic.fna
GCF_017088485.1_ASM1708848v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_017088485.1_ASM1708848v1_genomic.fna
GCF_017088425.1_ASM1708842v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_017088425.1_ASM1708842v1_genomic.fna
GCF_017638965.1_ASM1763896v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_017638965.1_ASM1763896v1_genomic.fna
GCF_017654165.1_ASM1765416v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_017654165.1_ASM1765416v1_genomic.fna
GCF_014904175.2_ASM1490417v2	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_014904175.2_ASM1490417v2_genomic.fna
GCF_005393605.2_ASM539360v2	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_005393605.2_ASM539360v2_genomic.fna
GCF_019969565.1_ASM1996956v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_019969565.1_ASM1996956v1_genomic.fna
GCF_020034575.1_ASM2003457v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_020034575.1_ASM2003457v1_genomic.fna
GCF_002967885.2_ASM296788v2	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002967885.2_ASM296788v2_genomic.fna
GCF_002967875.2_ASM296787v2	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002967875.2_ASM296787v2_genomic.fna
GCF_021513335.1_ASM2151333v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_021513335.1_ASM2151333v1_genomic.fna
GCF_022494765.1_ASM2249476v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022494765.1_ASM2249476v1_genomic.fna
GCF_022493795.1_ASM2249379v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022493795.1_ASM2249379v1_genomic.fna
GCF_022559805.1_ASM2255980v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_022559805.1_ASM2255980v1_genomic.fna
GCF_902705295.2_Combinated_assembly_ONT-Illumina_-_2022_update	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_902705295.2_Combinated_assembly_ONT-Illumina_-_2022_update_genomic.fna
GCF_023658345.1_ASM2365834v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023658345.1_ASM2365834v1_genomic.fna
GCF_023657935.1_ASM2365793v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_023657935.1_ASM2365793v1_genomic.fna
GCF_014170735.1_ASM1417073v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_014170735.1_ASM1417073v1_genomic.fna
GCF_024224055.1_ASM2422405v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024224055.1_ASM2422405v1_genomic.fna
GCF_024499305.1_ASM2449930v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024499305.1_ASM2449930v1_genomic.fna
GCF_024585545.1_ASM2458554v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024585545.1_ASM2458554v1_genomic.fna
GCF_024585445.1_ASM2458544v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024585445.1_ASM2458544v1_genomic.fna
GCF_024585965.1_ASM2458596v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024585965.1_ASM2458596v1_genomic.fna
GCF_024730765.1_ASM2473076v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024730765.1_ASM2473076v1_genomic.fna
GCF_024918035.1_ASM2491803v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_024918035.1_ASM2491803v1_genomic.fna
GCF_025200555.1_ASM2520055v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_025200555.1_ASM2520055v1_genomic.fna
GCF_028743555.1_ASM2874355v1	562	562	Escherichia coli	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_028743555.1_ASM2874355v1_genomic.fna
GCF_001296985.1_ASM129698v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001296985.1_ASM129698v1_genomic.fna
GCF_001444345.1_ASM144434v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001444345.1_ASM144434v1_genomic.fna
GCF_001465675.1_ASM146567v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001465675.1_ASM146567v1_genomic.fna
GCF_001611325.1_ASM161132v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001611325.1_ASM161132v1_genomic.fna
GCF_002025145.1_ASM202514v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002025145.1_ASM202514v1_genomic.fna
GCF_002850415.1_ASM285041v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_002850415.1_ASM285041v1_genomic.fna
GCF_001018835.2_ASM101883v2	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_001018835.2_ASM101883v2_genomic.fna
GCF_003111725.1_ASM311172v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003111725.1_ASM311172v1_genomic.fna
GCF_003184985.1_ASM318498v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003184985.1_ASM318498v1_genomic.fna
GCF_003193745.1_ASM319374v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003193745.1_ASM319374v1_genomic.fna
GCF_900474565.1_41315_B01	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_900474565.1_41315_B01_genomic.fna
GCF_900474675.1_40961_F01	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_900474675.1_40961_F01_genomic.fna
GCF_003855575.1_ASM385557v1	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_003855575.1_ASM385557v1_genomic.fna
GCF_900636695.1_43874_B01	1280	1280	Staphylococcus aureus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/complete_genome/complete_genome_without_plasmid/GCF_900636695.1_43874_B01_genomic.fna
