genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_021029685.1_ASM2102968v1	40041.8	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021029685.1_ASM2102968v1_genomic.fna
GCF_015689375.1_ASM1568937v1	40041.9	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689375.1_ASM1568937v1_genomic.fna
GCF_009676725.1_ASM967672v1	40041.1	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009676725.1_ASM967672v1_genomic.fna
GCF_015689415.1_ASM1568941v1	40041.11	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689415.1_ASM1568941v1_genomic.fna
GCF_009676645.1_ASM967664v1	40041.12	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009676645.1_ASM967664v1_genomic.fna
GCF_018604665.1_ASM1860466v1	148942.0	1336	Streptococcus equi subsp. equi	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_018604665.1_ASM1860466v1_genomic.fna
GCF_900475295.1_43188_D01	40041.15	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475295.1_43188_D01_genomic.fna
GCF_900474805.1_41800_D01	40041.17	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474805.1_41800_D01_genomic.fna
GCF_022532125.1_ASM2253212v1	119602.1	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_022532125.1_ASM2253212v1_genomic.fna
GCF_901544215.1_42880_F01	119602.2	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901544215.1_42880_F01_genomic.fna
GCF_030034695.1_ASM3003469v1	119602.3	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_030034695.1_ASM3003469v1_genomic.fna
GCF_003967135.1_ASM396713v1	1334.1	1334	Streptococcus dysgalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003967135.1_ASM396713v1_genomic.fna
GCF_012844405.1_ASM1284440v1	119602.4	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_012844405.1_ASM1284440v1_genomic.fna
GCF_900475725.1_46166_D01	119602.5	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475725.1_46166_D01_genomic.fna
GCF_901542365.1_41825_F01	119602.6	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901542365.1_41825_F01_genomic.fna
GCF_000317855.1_ASM31785v1	759913.0	1334	Streptococcus dysgalactiae subsp. equisimilis AC-2713	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000317855.1_ASM31785v1_genomic.fna
GCF_016128095.1_ASM1612809v1	1334.2	1334	Streptococcus dysgalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_016128095.1_ASM1612809v1_genomic.fna
GCF_900636815.1_44503_D02	119602.7	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636815.1_44503_D02_genomic.fna
GCF_900474785.1_41767_C01	119602.8	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474785.1_41767_C01_genomic.fna
GCF_901543995.1_42880_D01	119602.9	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901543995.1_42880_D01_genomic.fna
GCF_900475255.1_42545_F02	119602.1	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475255.1_42545_F02_genomic.fna
GCF_014041875.1_ASM1404187v1	1335.1	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014041875.1_ASM1404187v1_genomic.fna
GCF_009758075.1_ASM975807v1	1335.2	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009758075.1_ASM975807v1_genomic.fna
GCF_009758095.1_ASM975809v1	1335.3	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009758095.1_ASM975809v1_genomic.fna
GCF_900636565.1_42880_B01	1335.4	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636565.1_42880_B01_genomic.fna
GCF_022810625.1_ASM2281062v1	1335.5	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_022810625.1_ASM2281062v1_genomic.fna
GCF_900636465.1_42290_E02	1335.6	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636465.1_42290_E02_genomic.fna
GCF_029542045.1_ASM2954204v1	1501662.1	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029542045.1_ASM2954204v1_genomic.fna
GCF_028752615.1_ASM2875261v1	1501662.2	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_028752615.1_ASM2875261v1_genomic.fna
GCF_018986875.1_ASM1898687v1	1501662.3	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_018986875.1_ASM1898687v1_genomic.fna
GCF_028751645.1_ASM2875164v1	1501662.4	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_028751645.1_ASM2875164v1_genomic.fna
GCF_028752635.1_ASM2875263v1	1501662.5	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_028752635.1_ASM2875263v1_genomic.fna
GCF_019076885.1_ASM1907688v1	1501662.6	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019076885.1_ASM1907688v1_genomic.fna
GCF_021654455.1_ASM2165445v1	1501662.7	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021654455.1_ASM2165445v1_genomic.fna
GCF_000448685.2_ASM44868v2	1304.1	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000448685.2_ASM44868v2_genomic.fna
GCF_000253315.1_ASM25331v1	347253.0	1304	Streptococcus salivarius JIM8777	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000253315.1_ASM25331v1_genomic.fna
GCF_900636435.1_42197_C01	1304.2	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636435.1_42197_C01_genomic.fna
GCF_013267495.1_ASM1326749v1	1304.3	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_013267495.1_ASM1326749v1_genomic.fna
GCF_002094955.1_ASM209495v1	1304.4	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002094955.1_ASM209495v1_genomic.fna
GCF_022936265.1_ASM2293626v1	1304.5	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_022936265.1_ASM2293626v1_genomic.fna
GCF_002094975.1_ASM209497v1	1304.6	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002094975.1_ASM209497v1_genomic.fna
GCF_000253335.1_ASM25333v1	1048332.0	1304	Streptococcus salivarius CCHSS3	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000253335.1_ASM25333v1_genomic.fna
GCF_013822985.1_ASM1382298v1	1304.7	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_013822985.1_ASM1382298v1_genomic.fna
GCF_900475225.1_42685_C01	1304.8	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475225.1_42685_C01_genomic.fna
GCF_000305335.2_ASM30533v2	1046629.0	1304	Streptococcus salivarius 57.I	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000305335.2_ASM30533v2_genomic.fna
GCF_009738205.1_ASM973820v1	1304.9	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009738205.1_ASM973820v1_genomic.fna
GCF_008305695.1_ASM830569v1	1304.1	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_008305695.1_ASM830569v1_genomic.fna
GCF_000463355.1_ASM46335v1	862967.0	1338	Streptococcus intermedius B196	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000463355.1_ASM46335v1_genomic.fna
GCF_013267515.1_ASM1326751v1	1338.1	1338	Streptococcus intermedius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_013267515.1_ASM1326751v1_genomic.fna
GCF_002356055.1_ASM235605v1	1338.2	1338	Streptococcus intermedius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002356055.1_ASM235605v1_genomic.fna
GCF_002073355.2_ASM207335v2	1338.3	1338	Streptococcus intermedius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002073355.2_ASM207335v2_genomic.fna
GCF_000463385.1_ASM46338v1	862966.0	1338	Streptococcus intermedius C270	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000463385.1_ASM46338v1_genomic.fna
GCF_000306805.1_ASM30680v1	591365.0	1338	Streptococcus intermedius JTH08	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000306805.1_ASM30680v1_genomic.fna
GCF_001412635.1_ASM141263v1	1328.1	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001412635.1_ASM141263v1_genomic.fna
GCF_000463465.1_ASM46346v1	862970.0	1328	Streptococcus anginosus C1051	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000463465.1_ASM46346v1_genomic.fna
GCF_023169525.1_ASM2316952v1	1328.2	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_023169525.1_ASM2316952v1_genomic.fna
GCF_901542485.1_42166_C01	1328.3	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901542485.1_42166_C01_genomic.fna
GCF_029011355.1_ASM2901135v1	1328.4	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011355.1_ASM2901135v1_genomic.fna
GCF_029011295.1_ASM2901129v1	1328.5	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011295.1_ASM2901129v1_genomic.fna
GCF_008726525.2_ASM872652v2	1328.6	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_008726525.2_ASM872652v2_genomic.fna
GCF_029011615.1_ASM2901161v1	1328.7	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011615.1_ASM2901161v1_genomic.fna
GCF_029011235.1_ASM2901123v1	1328.8	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011235.1_ASM2901123v1_genomic.fna
GCF_029011905.1_ASM2901190v1	1328.9	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011905.1_ASM2901190v1_genomic.fna
GCF_019048645.1_ASM1904864v1	1309.1	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019048645.1_ASM1904864v1_genomic.fna
GCF_014842815.3_ASM1484281v3	1309.2	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014842815.3_ASM1484281v3_genomic.fna
GCF_000091645.1_ASM9164v1	511691.0	1309	Streptococcus mutans NN2025	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000091645.1_ASM9164v1_genomic.fna
GCF_030294905.1_ASM3029490v1	1441364.0	1309	Streptococcus mutans LP13	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_030294905.1_ASM3029490v1_genomic.fna
GCF_011765545.1_ASM1176554v1	1309.3	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_011765545.1_ASM1176554v1_genomic.fna
GCF_002995555.1_ASM299555v1	1309.4	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002995555.1_ASM299555v1_genomic.fna
