genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_001281105.1_ASM128110v1	1302.2	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001281105.1_ASM128110v1_genomic.fna
GCF_002073435.2_ASM207343v2	1302.6	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002073435.2_ASM207343v2_genomic.fna
GCF_002386285.1_ASM238628v1	1302.7	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002386285.1_ASM238628v1_genomic.fna
GCF_019046945.1_ASM1904694v1	1302.8	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019046945.1_ASM1904694v1_genomic.fna
GCF_900475125.1_42042_H01	40041.1	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475125.1_42042_H01_genomic.fna
GCF_900474875.1_41851_B01	40041.2	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474875.1_41851_B01_genomic.fna
GCF_015689375.1_ASM1568937v1	40041.9	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689375.1_ASM1568937v1_genomic.fna
GCF_900475295.1_43188_D01	40041.15	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475295.1_43188_D01_genomic.fna
GCF_900474805.1_41800_D01	40041.17	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474805.1_41800_D01_genomic.fna
GCF_016128095.1_ASM1612809v1	1334.2	1334	Streptococcus dysgalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_016128095.1_ASM1612809v1_genomic.fna
GCF_900636815.1_44503_D02	119602.7	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636815.1_44503_D02_genomic.fna
GCF_900475255.1_42545_F02	119602.1	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475255.1_42545_F02_genomic.fna
GCF_014041875.1_ASM1404187v1	1335.1	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014041875.1_ASM1404187v1_genomic.fna
GCF_009758075.1_ASM975807v1	1335.2	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009758075.1_ASM975807v1_genomic.fna
GCF_009758095.1_ASM975809v1	1335.3	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009758095.1_ASM975809v1_genomic.fna
GCF_022810625.1_ASM2281062v1	1335.5	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_022810625.1_ASM2281062v1_genomic.fna
GCF_900636465.1_42290_E02	1335.6	1335	Streptococcus equinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636465.1_42290_E02_genomic.fna
GCF_029542045.1_ASM2954204v1	1501662.1	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029542045.1_ASM2954204v1_genomic.fna
GCF_028752615.1_ASM2875261v1	1501662.2	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_028752615.1_ASM2875261v1_genomic.fna
GCF_018986875.1_ASM1898687v1	1501662.3	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_018986875.1_ASM1898687v1_genomic.fna
GCF_028752635.1_ASM2875263v1	1501662.5	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_028752635.1_ASM2875263v1_genomic.fna
GCF_019076885.1_ASM1907688v1	1501662.6	1501662	Streptococcus parasuis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019076885.1_ASM1907688v1_genomic.fna
GCF_000448685.2_ASM44868v2	1304.1	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000448685.2_ASM44868v2_genomic.fna
GCF_900475225.1_42685_C01	1304.8	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475225.1_42685_C01_genomic.fna
GCF_009738205.1_ASM973820v1	1304.9	1304	Streptococcus salivarius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009738205.1_ASM973820v1_genomic.fna
GCF_000463355.1_ASM46335v1	862967.0	1338	Streptococcus intermedius B196	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000463355.1_ASM46335v1_genomic.fna
GCF_013267515.1_ASM1326751v1	1338.1	1338	Streptococcus intermedius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_013267515.1_ASM1326751v1_genomic.fna
GCF_002356055.1_ASM235605v1	1338.2	1338	Streptococcus intermedius	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002356055.1_ASM235605v1_genomic.fna
GCF_000463385.1_ASM46338v1	862966.0	1338	Streptococcus intermedius C270	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000463385.1_ASM46338v1_genomic.fna
GCF_000306805.1_ASM30680v1	591365.0	1338	Streptococcus intermedius JTH08	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000306805.1_ASM30680v1_genomic.fna
GCF_001412635.1_ASM141263v1	1328.1	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001412635.1_ASM141263v1_genomic.fna
GCF_000463465.1_ASM46346v1	862970.0	1328	Streptococcus anginosus C1051	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000463465.1_ASM46346v1_genomic.fna
GCF_029011295.1_ASM2901129v1	1328.5	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011295.1_ASM2901129v1_genomic.fna
GCF_029011615.1_ASM2901161v1	1328.7	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011615.1_ASM2901161v1_genomic.fna
GCF_029011235.1_ASM2901123v1	1328.8	1328	Streptococcus anginosus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011235.1_ASM2901123v1_genomic.fna
GCF_019048645.1_ASM1904864v1	1309.1	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019048645.1_ASM1904864v1_genomic.fna
GCF_014842815.3_ASM1484281v3	1309.2	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014842815.3_ASM1484281v3_genomic.fna
GCF_002995555.1_ASM299555v1	1309.4	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002995555.1_ASM299555v1_genomic.fna
GCF_008831365.1_ASM883136v1	1309.1	1309	Streptococcus mutans	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_008831365.1_ASM883136v1_genomic.fna
GCF_903890945.1_Streptococcus_thermophilus_CIRM_1050	1308.14	1308	Streptococcus thermophilus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_903890945.1_Streptococcus_thermophilus_CIRM_1050_genomic.fna
GCF_903891135.1_Streptococcus_thermophilus_CIRM_1121	1308.18	1308	Streptococcus thermophilus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_903891135.1_Streptococcus_thermophilus_CIRM_1121_genomic.fna
GCF_002846075.1_ASM284607v1	1308.42	1308	Streptococcus thermophilus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002846075.1_ASM284607v1_genomic.fna
GCF_017360085.1_ASM1736008v1	1308.43	1308	Streptococcus thermophilus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_017360085.1_ASM1736008v1_genomic.fna
GCF_002286255.1_ASM228625v1	1308.45	1308	Streptococcus thermophilus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002286255.1_ASM228625v1_genomic.fna
GCF_026625945.1_ASM2662594v1	1313.19	1313	Streptococcus pneumoniae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_026625945.1_ASM2662594v1_genomic.fna
GCF_000299015.1_ASM29901v1	697283.0	1313	Streptococcus pneumoniae gamPNI0373	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000299015.1_ASM29901v1_genomic.fna
GCF_022068525.1_ASM2206852v1	1313.48	1313	Streptococcus pneumoniae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_022068525.1_ASM2206852v1_genomic.fna
GCF_900474965.1_41825_D01	1314.5	1314	Streptococcus pyogenes	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474965.1_41825_D01_genomic.fna
GCF_900475465.1_42969_C01	1314.41	1314	Streptococcus pyogenes	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475465.1_42969_C01_genomic.fna
GCF_900474915.1_41851_G01	1314.79	1314	Streptococcus pyogenes	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474915.1_41851_G01_genomic.fna
