genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_900636375.1_41594_B01	1311.1	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636375.1_41594_B01_genomic.fna
GCF_029625275.1_ASM2962527v1	1311.11	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029625275.1_ASM2962527v1_genomic.fna
GCF_949788915.1_23495_7_326_h_nanopore	1311.12	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949788915.1_23495_7_326_h_nanopore_genomic.fna
GCF_001266635.1_ASM126663v1	1311.13	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001266635.1_ASM126663v1_genomic.fna
GCF_000782855.1_ASM78285v1	1427374.0	1311	Streptococcus agalactiae CNCTC 10/84	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000782855.1_ASM78285v1_genomic.fna
GCF_003288035.1_ASM328803v1	1311.14	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003288035.1_ASM328803v1_genomic.fna
GCF_029011195.1_ASM2901119v1	1311.15	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011195.1_ASM2901119v1_genomic.fna
GCF_003288055.1_ASM328805v1	1311.16	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003288055.1_ASM328805v1_genomic.fna
GCF_949789875.1_23495_7_287_h_nanopore	1311.17	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949789875.1_23495_7_287_h_nanopore_genomic.fna
GCF_000007265.1_ASM726v1	208435.0	1311	Streptococcus agalactiae 2603V/R	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000007265.1_ASM726v1_genomic.fna
GCF_900638495.1_57752_C01	1311.18	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900638495.1_57752_C01_genomic.fna
GCF_002197305.1_ASM219730v1	1311.19	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002197305.1_ASM219730v1_genomic.fna
GCF_949792585.1_23220_1_27_h_nanopore	1311.2	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949792585.1_23220_1_27_h_nanopore_genomic.fna
GCF_900078265.1_SA111	1311.21	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900078265.1_SA111_genomic.fna
GCF_949787715.1_23220_1_89_h_nanopore	1311.22	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949787715.1_23220_1_89_h_nanopore_genomic.fna
GCF_001712835.1_ASM171283v1	1311.23	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001712835.1_ASM171283v1_genomic.fna
GCF_025808195.1_ASM2580819v1	1311.24	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025808195.1_ASM2580819v1_genomic.fna
GCF_949788745.1_23495_7_372_h_nanopore	1311.25	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949788745.1_23495_7_372_h_nanopore_genomic.fna
GCF_002073695.2_ASM207369v2	1311.26	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002073695.2_ASM207369v2_genomic.fna
GCF_003812805.1_ASM381280v1	1311.27	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003812805.1_ASM381280v1_genomic.fna
GCF_002197205.1_ASM219720v1	1311.28	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002197205.1_ASM219720v1_genomic.fna
GCF_949788775.1_23220_1_3_h_nanopore	1311.29	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949788775.1_23220_1_3_h_nanopore_genomic.fna
GCF_003403115.1_ASM340311v1	1311.3	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003403115.1_ASM340311v1_genomic.fna
GCF_951392265.1_23495_7_339_h_nanopore	1311.31	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_951392265.1_23495_7_339_h_nanopore_genomic.fna
GCF_009930895.1_ASM993089v1	1311.32	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009930895.1_ASM993089v1_genomic.fna
GCF_900638415.1_57635_F01	1311.33	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900638415.1_57635_F01_genomic.fna
GCF_021655535.1_ASM2165553v1	1311.34	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021655535.1_ASM2165553v1_genomic.fna
GCF_002197325.1_ASM219732v1	1311.35	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002197325.1_ASM219732v1_genomic.fna
GCF_030323365.1_ASM3032336v1	1311.36	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_030323365.1_ASM3032336v1_genomic.fna
GCF_001275545.2_ASM127554v2	1311.37	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001275545.2_ASM127554v2_genomic.fna
GCF_000730215.1_ASM73021v2	1311.38	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000730215.1_ASM73021v2_genomic.fna
GCF_949790125.1_23220_1_59_h_nanopore	1311.39	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949790125.1_23220_1_59_h_nanopore_genomic.fna
GCF_949791205.1_23495_7_350_h_nanopore	1311.4	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949791205.1_23495_7_350_h_nanopore_genomic.fna
GCF_000831105.1_ASM83110v1	1311.41	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000831105.1_ASM83110v1_genomic.fna
GCF_008693585.1_ASM869358v1	1311.42	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_008693585.1_ASM869358v1_genomic.fna
GCF_949793775.1_23495_7_367_h_nanopore	1311.43	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949793775.1_23495_7_367_h_nanopore_genomic.fna
GCF_003966545.1_ASM396654v1	1311.44	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003966545.1_ASM396654v1_genomic.fna
GCF_021460195.1_ASM2146019v1	1311.45	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021460195.1_ASM2146019v1_genomic.fna
GCF_002214425.1_ASM221442v1	1311.46	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002214425.1_ASM221442v1_genomic.fna
GCF_900475355.1_44087_E01	1311.47	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475355.1_44087_E01_genomic.fna
GCF_030489725.1_ASM3048972v1	1311.48	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_030489725.1_ASM3048972v1_genomic.fna
GCF_900474905.1_42042_A02	1311.49	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474905.1_42042_A02_genomic.fna
GCF_002073815.2_ASM207381v2	1839799.0	1839799	Streptococcus sp. FDAARGOS_192	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002073815.2_ASM207381v2_genomic.fna
GCF_940796315.1_PRJEB52562	2759692.0	2759692	Streptococcus sp. Marseille-Q3533	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_940796315.1_PRJEB52562_genomic.fna
GCF_001708305.1_ASM170830v1	1888195.0	1888195	Streptococcus himalayensis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001708305.1_ASM170830v1_genomic.fna
GCF_902141215.1_42042_G01	2583584.0	2583584	Streptococcus sp. NCTC 11567	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_902141215.1_42042_G01_genomic.fna
GCF_000441535.1_ASM44153v1	1076934.0	150055	Streptococcus lutetiensis 033	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000441535.1_ASM44153v1_genomic.fna
GCF_900475065.1_42545_C02	150055.1	150055	Streptococcus lutetiensis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475065.1_42545_C02_genomic.fna
GCF_900635935.1_36725_D02	150055.2	150055	Streptococcus lutetiensis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900635935.1_36725_D02_genomic.fna
GCF_901543605.1_42731_D02	150055.3	150055	Streptococcus lutetiensis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901543605.1_42731_D02_genomic.fna
GCF_001640765.1_ASM164076v1	1307.1	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001640765.1_ASM164076v1_genomic.fna
GCF_014192525.1_ASM1419252v1	1307.2	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014192525.1_ASM1419252v1_genomic.fna
GCF_000233575.1_ASM23357v1	993512.0	1307	Streptococcus suis A7	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000233575.1_ASM23357v1_genomic.fna
GCF_016774475.1_ASM1677447v1	1307.3	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_016774475.1_ASM1677447v1_genomic.fna
GCF_025946905.1_ASM2594690v1	1307.4	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025946905.1_ASM2594690v1_genomic.fna
GCF_004843685.1_ASM484368v1	1307.5	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_004843685.1_ASM484368v1_genomic.fna
GCF_024582995.1_ASM2458299v1	1307.6	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024582995.1_ASM2458299v1_genomic.fna
GCF_000390245.1_ASM39024v1	1276647.0	1307	Streptococcus suis TL13	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000390245.1_ASM39024v1_genomic.fna
GCF_025946945.1_ASM2594694v1	1307.7	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025946945.1_ASM2594694v1_genomic.fna
GCF_000018185.1_ASM1818v1	423211.0	1307	Streptococcus suis GZ1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000018185.1_ASM1818v1_genomic.fna
GCF_000732355.1_ASM73235v1	1214179.0	1307	Streptococcus suis 6407	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000732355.1_ASM73235v1_genomic.fna
GCF_003144175.1_ASM314417v1	1307.8	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003144175.1_ASM314417v1_genomic.fna
GCF_024583075.1_ASM2458307v1	1307.9	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024583075.1_ASM2458307v1_genomic.fna
GCF_003285245.1_ASM328524v1	1307.1	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003285245.1_ASM328524v1_genomic.fna
GCF_019856395.1_ASM1985639v1	1307.11	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019856395.1_ASM1985639v1_genomic.fna
GCF_023023005.1_ASM2302300v1	1307.12	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_023023005.1_ASM2302300v1_genomic.fna
GCF_014192345.1_ASM1419234v1	1307.13	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014192345.1_ASM1419234v1_genomic.fna
GCF_020541945.1_ASM2054194v1	1307.14	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_020541945.1_ASM2054194v1_genomic.fna
GCF_017309405.1_ASM1730940v1	1307.15	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_017309405.1_ASM1730940v1_genomic.fna
GCF_000231905.1_ASM23190v1	1004952.0	1307	Streptococcus suis D12	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000231905.1_ASM23190v1_genomic.fna
GCF_018885285.1_ASM1888528v1	1307.16	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_018885285.1_ASM1888528v1_genomic.fna
GCF_024582935.1_ASM2458293v1	1307.17	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024582935.1_ASM2458293v1_genomic.fna
GCF_902702785.1_GD-0001	1307.18	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_902702785.1_GD-0001_genomic.fna
GCF_007724845.1_ASM772484v1	1307.19	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_007724845.1_ASM772484v1_genomic.fna
GCF_019297755.1_ASM1929775v1	1307.2	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019297755.1_ASM1929775v1_genomic.fna
GCF_029542025.1_ASM2954202v1	1307.21	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029542025.1_ASM2954202v1_genomic.fna
GCF_024582755.1_ASM2458275v1	1307.22	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024582755.1_ASM2458275v1_genomic.fna
GCF_024220115.1_ASM2422011v1	1307.23	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024220115.1_ASM2422011v1_genomic.fna
GCF_002285535.1_ASM228553v1	1307.24	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002285535.1_ASM228553v1_genomic.fna
GCF_014843075.1_ASM1484307v1	1307.25	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014843075.1_ASM1484307v1_genomic.fna
GCF_024498155.1_ASM2449815v1	1307.26	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024498155.1_ASM2449815v1_genomic.fna
GCF_024583035.1_ASM2458303v1	1307.27	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024583035.1_ASM2458303v1_genomic.fna
GCF_013488185.1_ASM1348818v1	1307.28	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_013488185.1_ASM1348818v1_genomic.fna
GCF_014843055.1_ASM1484305v1	1307.29	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014843055.1_ASM1484305v1_genomic.fna
GCF_003352225.1_ASM335222v1	1307.3	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003352225.1_ASM335222v1_genomic.fna
GCF_025980045.1_ASM2598004v1	1307.31	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025980045.1_ASM2598004v1_genomic.fna
GCF_022964955.1_ASM2296495v1	1307.32	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_022964955.1_ASM2296495v1_genomic.fna
GCF_947096915.1_861160_dxerD_HsdSA	1307.33	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_947096915.1_861160_dxerD_HsdSA_genomic.fna
GCF_000231885.1_ASM23188v1	1005042.0	1307	Streptococcus suis D9	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000231885.1_ASM23188v1_genomic.fna
GCF_020462325.1_ASM2046232v1	1307.34	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_020462325.1_ASM2046232v1_genomic.fna
GCF_025946925.1_ASM2594692v1	1307.35	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025946925.1_ASM2594692v1_genomic.fna
GCF_901543625.1_42685_E01	1307.36	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901543625.1_42685_E01_genomic.fna
GCF_013488165.1_ASM1348816v1	1307.37	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_013488165.1_ASM1348816v1_genomic.fna
GCF_021729385.1_ASM2172938v1	1307.38	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021729385.1_ASM2172938v1_genomic.fna
GCF_024220075.1_ASM2422007v1	1307.39	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024220075.1_ASM2422007v1_genomic.fna
GCF_025946885.1_ASM2594688v1	1307.4	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025946885.1_ASM2594688v1_genomic.fna
GCF_001610935.1_ASM161093v1	1307.41	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001610935.1_ASM161093v1_genomic.fna
GCF_003288175.1_ASM328817v1	1307.42	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003288175.1_ASM328817v1_genomic.fna
